steming_data,Score,Sentiment
game seru game steal a brainrot bagus banget game bagus iklan no ngelag top up ya murah,6,Positif
permisi kakak selesain misi element rod element rodnya ya kakak mohon sgr proses aid kokikoki,2,Positif
aplikasi jancooo banyak problem jaring,-1,Negatif
gamenya bagus bug ya ganggu banget pas karakter pas hidup loncat mencet ya main snob life pas masuk langsung mati matiin bug ya perbaikinsemangat roblox bismilla game ya nomer,6,Positif
minimal harga item ya normalin mahal,1,Positif
good,1,Positif
talon game fish kikir,2,Positif
senang muas,1,Positif
gua kasih bintang pakai alas,-1,Negatif
akun ku error ngecheat ngehack,-1,Negatif
ya allah blokir game kasih an anak ku game bingung blokir game,2,Positif
seruubangett maaff banget ya minn bintangg soalny ngebug heheheh maaff ya,3,Positif
banget force close kocakkj,0,Negatif
game bug baju kena bug kadang suka hilang anjing,1,Positif
game nya bagus banget,2,Positif
jaring ya bagus,2,Positif
gamenya bagusdan suka map fish,0,Negatif
ngebuk pencet jelek game ya,0,Negatif
keren bug,0,Negatif
game ya bug,2,Positif
fix lag wifi ya lag pakai wifi inet cepat,1,Positif
gamenya seru banget jaring ku sambung main,1,Positif
eror ngapangapain,-1,Negatif
tolong updte bagus bug mah baju blur profil lot cacat banget buka baik bug ya nambh,0,Negatif
roblox ya seru instal marah banget instal,1,Positif
lawak,0,Negatif
game haram,1,Positif
update game kah ya lag susah masuk jaring bagus roblox,1,Positif
suka game gema ya asik kecuali fish asik ikan epic kasih,5,Positif
game ya seru main,2,Positif
devolover tolong grow a garden bikin bahasa indonesiabiar mudah baca pungsi pet nyajujur sulit main grow a garden ya bahasa inggris nanyak player banyak paham bahasa ya mohon update ya mudah biar main senang player usia mohon tanggap terimakasihsemoga depan ya jaya roblox,3,Positif
bagus mantap,1,Positif
roblox why when i playing fish its no graphic but i use manual graphic and max graphic is bug,-1,Negatif
nak el maja,-1,Negatif
bagus asyik teman nal engan orang,0,Negatif
tolong tombolny ting ya pencet,0,Negatif
game seru,1,Positif
ya roblox pelit fitur game ya cocok pakai anak orang dewasa bikin ktp on mic game fish pelit asih secret,4,Positif
karenz bagus,0,Negatif
bagus sih main gerak gerak camera ya babi rating ya,1,Positif
bagus bangettttttsemua game,1,Positif
benerin bug ya talon sc susah begadang malam eh pas selesai misi rod element numbalin secret batu kagak selesai misi cari bermingu bulan eh pas tumbalin selesain misi nuker sc batu kagak itung cari susah hilang gampang ituso please talon benerin bug dalem game kikir,-6,Negatif
malas main afkayo turun rating game,0,Negatif
game ya bagus kasih bintang,2,Positif
bagus banget game first ya tolong kasih mitos,3,Positif
gema bagus kasar,1,Positif
the game is good but why is that every time its updated theres always a bug then when i press profile suddenly my body is gone sometimes my ava isnt visible please fix again,-1,Negatif
lousy game very disappointing rng system that makes players stressed,1,Positif
game ya seru banget mabar teman teman,3,Positif
roblox,0,Negatif
seruh banget,1,Positif
wajib foto wajah roblox suka tolong terap foto wajah roblox main game suka ku padang umur,2,Positif
why is that after the update breaks now every time i want play always appears security thread detected please fix first sok doesnt interfere with playing,-2,Negatif
suka game ya,2,Positif
seru rekomendasi mapbloxfruitubgninetynine night the fores,0,Negatif
gamenya gamenya bagus,0,Negatif
bagus banget kak update roblok ya main tower kak updet ya warna pink ya kak biar unyu bagus pilissss,4,Positif
platform gakjelas internet bagus ping ya mending hapus,0,Negatif
plis dimainin hp andro bawah,0,Negatif
anak tagih makan,-2,Negatif
syaa seru game roblox,1,Positif
bagus banget game ya cancuk misi elemen rod,3,Positif
main fish susah banget scrt ya,1,Positif
roblox game suka bosan main teman seru bintang,1,Positif
suka gamenya ngebug mulu,0,Negatif
fis gua selesai misi elemen rod masuk sc hutan kuno mancing situ tolong baik,-1,Negatif
game bagus banget banget banget game main ya terimakasih bikin senang,7,Positif
seru,0,Negatif
malas gue gara gara laba laba legend t,-1,Negatif
anjing gue bayar mahal afk afk goblock,0,Negatif
halo roblox mendownload roblox aplikasi cheat delta executor banned pakai delta executor dar hibur cari lencana suka rusuh nama akun roblox scientistsv bawa serius ya hehehe,-2,Negatif
game nyeselun seru banget,2,Positif
hama,-1,Negatif
gua bintang seru banget,0,Negatif
game ya seru bayak game ya,4,Positif
game bagus tolong kasih emote r marketplace,1,Positif
susah banget secret ya talonnnnnnnn,1,Positif
server ya bug player,1,Positif
game tolol,0,Negatif
sumpa roblox seruh banget,1,Positif
bagusssss banget suka main roblox tolong harga robux turunin baju baju aksesoris cmiiw,4,Positif
gamenya keren sering update benerin grafik biar burik,1,Positif
game banget akun login aemua,2,Positif
roblox verivikasi umur ku fitur mic ya tolong akses mic ya,3,Positif
grafik ya canggih enak main kadang kandang lag eheheheh,2,Positif
dikit kena penangguhanapcb,-2,Negatif
puas main game,2,Positif
inti sih game bagus banget seru unik tarik tambah teman main cuman kadang suka ngebug papa overall game bagus em kak es ha pls roblox atur iya update akun hapus sih memo penuh,4,Positif
mainin,-1,Negatif
grafik burik,0,Negatif
pengin coba bikin ava marketplace bis adik robux,0,Negatif
bagus banget seru,1,Positif
main bagus bagus anak prihatin bintang,-1,Negatif
game ya bagus bagus fish steal a berainrot pants vs berainrot brookhaven maka ava anak lelaki perempuan school bagus banget terima kasih tau roblox download hp hp sih,2,Positif
seru banget gamenya main banyakteman map kalolagi main map gamenyaa seru,1,Positif
suka pokok suka nemenin pas sepi,1,Positif
game bagus game ya boros kouta pls update game ya biar boros kouta plss,2,Positif
kecewa main roblox jaring wifi pasuk server loading ya lancartapi tanggal nov loading server mana puncak fish loading ya stuck gabung server jaring wifi lancar buka aplikasi lancar join server loading secren tolong roblox bikin guna kecewa terima kasih,3,Positif
tolong baik bug item pakai item hilang robux ya,-1,Negatif
banyak sus brookhaven,0,Negatif
map roblox suka map diroblox,0,Negatif
main hp root crash,-1,Negatif
bagus banget suka kecanduann,1,Positif
tolong gem ya suka lag grafik ya turunin gb ya grafik,3,Positif
lag parah bug gelas,-1,Negatif
main bagus,0,Negatif
ya akun pakai tolongin pls,0,Negatif
bagus sih game fish ya tolong baik talon buang tong sampah,0,Negatif
woi talon wangi akun gua,0,Negatif
terima roblox hapus,0,Negatif
batalin update wajah batalin,0,Negatif
game ya bagus banget grafik game ya bagus banget server grow a garden stel a brainrot plants vs brainrot ronta zombie malam,5,Positif
asik nyedot kuota ya banget pakai wifi jaring bagus kasihan orang wifi ya mbps rendah,3,Positif
map ya seru mainin main unduh ulang,0,Negatif
suka banget apk seru gem ya bagus,2,Positif
woi akun tbtb pulih ribet no telpon indonesia nambahin akun top up pakai akun akun mah bikin opsi tambah akun email ribet,0,Negatif
wow game ya bagus map ya bagus kurang map map ya sesat karper sesat mohon hilang map banyak main roblox anakanak,1,Positif
new ping feature causes lag,0,Negatif
roblox game online new roblox update,1,Positif
masuk salah gamenya kasih,-2,Negatif
gamenya stecu,0,Negatif
bismillah game men suffort game play store moga jaya play store harga mati apk play store,6,Positif
bagus main lucu games cocok bocil ajar bahasa inggris,-1,Negatif
this game is soooo good,2,Positif
seru senang,0,Negatif
seru main fish mitos,0,Negatif
gem nya bagus map seru,0,Negatif
bagus suka suasana geme ya,2,Positif
roblox pls tolong banned orang nama wirlzapa nama tipu trade star ku tolong ya roblox,0,Negatif
woi dongo lo masang iklan capcut ngapa capekk gua tunggu tambah pepet dongo,-1,Negatif
seru bagus sih kesini seru update cape update mulu,-1,Negatif
gamenya bagus banget sih turut kurang bug moga updatetan kayak ya oke segitu minta,0,Negatif
hidup roblox,0,Negatif
suka game nikmat game bikin game seru,4,Positif
bitang pokokya kasih bitang soalya bayak gemya bagus jelek sih bayak bagus kayak sekeri sus tebak temba bayak kayak malamdan bayak ya teka teki main teman celen makan tadain kayak bomya firal bayak bikun rumah tahan hidup suka kayak main pukul pedang map bagus map estetik kayak lonle salah namayaitu,-4,Negatif
tolong baik bug kamera,0,Negatif
gila bagus banget nih game geme blox fruit gue main pokok ya kalain coba main simulasi ya doang sekian terimakasih lupa makan,5,Positif
roblox game hama wkwk,0,Negatif
mantap,1,Positif
bagus game ya cuman main ku benerin,2,Positif
seru sih beli robux diam diam,0,Negatif
game bagus kalang kalaka anak anak orang dewasa game main keluarga,1,Positif
ganti sandi pas log out pakai akun ya sandi ya salah coba kali stres ya robux ku beli jir,1,Positif
bagus map bagus game ya grafik hd,2,Positif
sinyal lancar lag mulu aneh,0,Negatif
bad game i playing the strongest battleground i fighting cheater but why admin banned me that crazy i like roblox but admin roblox banned player dont sih with your eyes who cheater and who normal player,0,Negatif
seru,0,Negatif
sumpah roblox bagus banget fix no debat sakura avatar world ah jaman ahay roblox its the best muah,1,Positif
main ya bagus banget dunia ya gratis,4,Positif
seruuuu nguras data bnykk,-1,Negatif
tolong roblox ya tulis security detect admin roblox tolong,1,Positif
these new regulations is killing roblox by each day,0,Negatif
roblox pliss update sih updatenya hp penuh simpan ya update ya pliss update dongpliss update ya bintang roblox roblox tolong update ya tulis ya pliss roblox,4,Positif
maaf roblox ya log ya sengaja kasar maaf salah,0,Negatif
mudah dapatin sc ya,1,Positif
selu update mu bosan,0,Negatif
absolut this game,1,Positif
game bagus banget bikin bosan suka banget game roblox,4,Positif
seru game ya banget majan data ya kerek,3,Positif
game ya serutapi tolong updatekarena kasihan hp android mohon bug mohon baik yaaku kasih rating ya seru banget,4,Positif
roblox tani umur hidup maaf pensiun,-1,Negatif
luv roblox kenal jaman jaman vina bang teguh hehehe bosan roblox gamenya seru seru bagi roblox obat sedih main thnks ya nemenin jump,-2,Negatif
pokok bagussssssss,0,Negatif
gamee seru cocok mainin hp pokoknyaa mantap,0,Negatif
game ya bagus diudgerb whats abku,2,Positif
bagus banget main brookhaven,1,Positif
hello roblox team i would like report an issue with the voice chat feature on my phone my microphone is not being detected and i cannot hear other players even though i have tried all possible fixes such as checking settings restarting and reinstalling the app i have also sent an email but have not received any response yet i kindly request your assistance fix this problem thank you,3,Positif
game seru bangetsumpah buildnya keren,1,Positif
game bagus game ya,3,Positif
geme ya bagus banget ragu tagih main roblox,0,Negatif
game seru,1,Positif
akun gue sandi salah ubah,-1,Negatif
kereennnn,0,Negatif
senang main roblok,0,Negatif
mantap spot mancing ya,3,Positif
mantap,1,Positif
main seru map dimaninkan,0,Negatif
game senang ku,1,Positif
suka apl teman,0,Negatif
seruuuuuu banget game ya offline,3,Positif
enak banget jir,0,Negatif
main seru banget pokok mah aplikasi aplikasi hibur game dalem,-1,Negatif
gamenya bagus enak pakai wifi wifi ngelek bagus bikin karakter grafik ya bagus banget game ya suka omong kasar nama dewasa,4,Positif
bagus cocok main kerja map seru,1,Positif
apasih aneh,-1,Negatif
game bagus suka ngeleg suka game sab fish,2,Positif
seru banget map suka map night deh fores,1,Positif
game ya seru permainanya suka main fist,2,Positif
the server had a issue and must repair before december baca dev on all games will admin abuse at same time also free schleep,1,Positif
game ya seru habis pulang sekolah aji main roblox tarik teman roblox,4,Positif
game ya seru banget sih mabar bareng teman keluarga orang teman pokok bagus banget deh seru,4,Positif
roblox bagus,0,Negatif
ngelag,0,Negatif
pas main fhis ya maja,2,Positif
sih update,0,Negatif
aplikasi bagus avatarnya bagus banget suka main game,1,Positif
gamenya seru omong kasar mohon kurang anak,-3,Negatif
roblox game baik dunia mabar main gerow a garden kah pokok ya ya roblox fame seru game batas,3,Positif
gedein tomboll lompat tau,-1,Negatif
aga aco,0,Negatif
roblox geme tahi geme tahi geme tahi burik,-3,Negatif
wow keren banget sih,1,Positif
gem seruh gabut,-1,Negatif
game seru banget suka banget game roblox game top favorite ku,7,Positif
enak banget game ya online,3,Positif
main seru,0,Negatif
game bagus gue robax,1,Positif
sih game update pas besok ya tibagak pkesuruh update koutaku habis garaupdate truscoba tolong buat baik biar kayak akumaaf lancang,2,Positif
god game,1,Positif
game keren,1,Positif
gema bagus,1,Positif
game ya bagus tolong hapus bug roblox,1,Positif
senang main game main game roblox game suka fish,3,Positif
erti main nya coba coba eh tular teman dah hehehe,-2,Negatif
game ya bagus gerafik bagus,2,Positif
main seru hp ngelag,0,Negatif
gem bagus banget mabar teman,1,Positif
game ya bagus banget,3,Positif
bagus keren,0,Negatif
game ya bagus banget map map bagus sayang ya robuk,4,Positif
mantap,1,Positif
iya menitjam disconnect orang seru disconnect wifi lancar,0,Negatif
lag mulu,0,Negatif
seru banget main game mabar main brookhaven,2,Positif
mainin enak pacar,-1,Negatif
bintang pilih roblox adminya buat seru ngeleg slow sloww,1,Positif
gamenya bagus,0,Negatif
main inifikiran hilanggg,0,Negatif
bagis,0,Negatif
robux,0,Negatif
bagus banget mapp boseninn bikin kesel ya laggnya doangg sih suka bikin tabku panasss the bestt sih game palinggg bagus menurutkuuu,2,Positif
seru banget sia sia download,-1,Negatif
game ya aneh pasuk gara detect hp cloud mah hp gue ya asli tolong roblox benerin updatenya depan pokok update cepat biar gue main fish,3,Positif
sumpah bagus banget map teman bikin map forsaken modded bagus banget,2,Positif
game seru bayak game main grow a garden seru banget game seru ku main scamer,4,Positif
jelek nih game game didik,1,Positif
roblox seru bikin semangat main roblox,0,Negatif
game ya bagus,2,Positif
i love this game im sok happy,2,Positif
seru main,0,Negatif
kadang suka kadang jelaas kadang lag wifi lancar lancar ya deh,4,Positif
sumpah beli robux robux nya pakai kurang tolong ya own roblox,0,Negatif
orang sus game akun ku lapor orang orang sus pedofil mesum akun pakai langsung logout blokir pusat komunitas roblox apa lapor akun ku langgar akun aneh aneh aktif apaann coi roblox,1,Positif
seru banget mabar teman,1,Positif
game ya seru banget download,3,Positif
suka banget bikin hp ku error,0,Negatif
game ya bagus bagus suka ya download game ya ngechat teman mohon baik,5,Positif
bagus abang gerapik ya,1,Positif
game roblox jos,1,Positif
game ya bagus game bagus bagus bagus pokok,3,Positif
game ya bagus suka beli top up,3,Positif
ngelag ya aplg pas main fish mls,1,Positif
seru main nyaaaaq,0,Negatif
orang,0,Negatif
bagus bagus geam ya,1,Positif
geme seru geme seru event tarik suka graw a garden,1,Positif
bagus banget tolongg banget ya pakai cheatt block akun ya roblox biar playerny nyamaannn,3,Positif
roblox developer banget ya gue guna hp kecewa cloud phone beli mahalmahalemang sih pakai cloud phonelu hp gue orang panas afk fish ithahh gue tanyagw capek cari el maja eh tambah kerja gue hah,3,Positif
gamenya bagus sih,0,Negatif
lag gua suka,-1,Negatif
game bagus map main terima kasih roblox,2,Positif
roblox main cinta ku sayang roblox sayang plis ya seram seram takut sungpah lihat vidio roblox takut sayang,0,Negatif
gua mudah bosan lumayan seru nih game,0,Negatif
roblox tolong ubah game umur anak main awas orang tua terimakasih,0,Negatif
game yay mantap cocok gabut suka,1,Positif
suka main gerow a garden malam hut tower ya robux topap gapapa sih kar ya main,1,Positif
i like i can play any game like forsaken codename redux i really like thank you roblox,2,Positif
masuk ya rumit,-1,Negatif
game ya bagus main senang banget ganggu main roblox tau tulis roblox deteksi tolooong akun nama juanzzzzzzzzz nama display ya ciaaa,2,Positif
game agam suka game agam teman,4,Positif
geme gua suka banget game game emas bagus map banget,3,Positif
suka game update,1,Positif
roblox mati masyarakat indonesia,0,Negatif
hemmmgame ya tarik pls deh ngebug warna baju nyamau avatar map pls ngebug sinyal bagus loh ngeleg main evade ngeleg,1,Positif
bagus banget engak sikrit talon ya pelit,2,Positif
wifi,0,Negatif
main ya seru robux seru banget,2,Positif
bagus sih suka omong kasar sus,-1,Negatif
bagus roblox,0,Negatif
seru banget game ya map teman sih game seru banget deh pokok,5,Positif
game ya seru gamee temennnn pokok nya seruuuuu,2,Positif
permainanya bagus seru senang,0,Negatif
suka roblox game dihp ku,1,Positif
habis update berat susah masuk,-2,Negatif
seru bgttdi rekomend sih dandys world ya serruuu,1,Positif
nyaman main,1,Positif
roblox kirim chatapp player detect auto click rugi,0,Negatif
woy asu gue donlod delta update woyy,0,Negatif
suka game ya ava bacon ava bagus,2,Positif
seru bangetttbnyak game seru nya,1,Positif
roblox spesial beli premium roblox the best roblox seru,2,Positif
game ya seru banget main bareng sahabatkakakdan saudara pokok seru,3,Positif
bagustapi lag,0,Negatif
bagus banget bug,1,Positif
seru ih teman virtual,0,Negatif
seru bagus ramah hp kentang,0,Negatif
seru pokok ya,1,Positif
seru pilih main,-1,Negatif
game seru banget tambah mabardan map nama violence district janlup cobainn,3,Positif
suka game henti main game,1,Positif
game ya bagus jaring leg delay,2,Positif
supersuper bagus saran gue instal,0,Negatif
gamenya bagus,0,Negatif
game ya,2,Positif
bintang ya game ya main rambut ugc obby gratis beli item rambut harga robax baca ya milik pas cek rambut,6,Positif
p bagus topap pin bobax,0,Negatif
update tolong roblox update,0,Negatif
game ya bagus banget cuman error,2,Positif
jelek banget gemnya burik bohong game ya bagussssss bsngetttr,1,Positif
game ya seru bug,2,Positif
gameeee yanggg seru,0,Negatif
lumayan ngelek kompalain ngelek banget game palause hubungka kayak pas main tower ngelek ya parah banget ava jelek,2,Positif
game seru banget game ya bagus cocok banget,5,Positif
bagus banget,1,Positif
game senang ketemu teman pokok ya game favorit deh,4,Positif
ffisit ya seru banget kasi talon secret,1,Positif
pakai kauta harus ya,0,Negatif
game ya keren map ya orang ya sus,4,Positif
we roblox gue mai fis ngeleg banget simpan gua,-1,Negatif
bagus,0,Negatif
game bagus cari teman online seru seru bareng kurang ya avatar senonoh anak anak main mohon roblox hapus aksesoris avat senonoh bintang buta roblo,-6,Negatif
game seru sakal,1,Positif
game bagusstapi tolong henti bug lagg kadang suka ngelag untung main ya bagus mabar suka banget,3,Positif
bagus pakai gratis bagus kayak aksesoristopicelanabajukalungkacamata cumq dikit doang bagus game ya suka main ya kasih bintang yqng cipta game,3,Positif
game sungguh tarik senang main kadang orang toxic ras player,3,Positif
good game ya seru,3,Positif
game no jelek,0,Negatif
gue disconnect pas main menit dc,1,Positif
enak banget game ya main bareng teman,3,Positif
matap game ya game fsit ya geselin,4,Positif
seru,0,Negatif
keren banget siii game tolong bug ya tolong hapuskadang asik main seru banget,5,Positif
aplikasi bagus main fist,-1,Negatif
lumayan seru main cari teman,-1,Negatif
haloo semuaaanya nama caca nilai bintang gamenya seru aksi aksi free item ya seru tolong ya game ya kadang suka nge bug tolong baik,9,Positif
gamenya bagus mabar bagus gamenya,0,Negatif
seru tarik senang suka game karana main nyata seru gonta ganti ava lucu lucu sih gila habis sih nieh kalah seru game semangat game roblox,3,Positif
ganti ganti akun,0,Negatif
roblox the best sih main ya rh dance deh seru bgtttttt suka game pas update seru deh,3,Positif
suka banget nih roblox ya rilisin main roblox,2,Positif
update melulu coo diskonek melulu pas wifi gue bagus lagipula lagspike wifi geus bagus grapik ya bagus sieb updet nunjukin muka beraha main anak anak auuuukkkmm pls roblok updet ya yaampun si si si si a a djjsjaja mentimun eek kenppa tambah pls hapus ehehehebss ihehebebe update eeq,-4,Negatif
suka game karenaseru bangetapalagi gabut serutapi orang main roblox suka iseng kadang tamat trolldan deh,0,Negatif
gue onmic,0,Negatif
seruh,0,Negatif
tolong fix bug gera joycon kiri gamepad gerak,-1,Negatif
lumayan bagus gemnya pas main fish,1,Positif
game ya bagus tapiii banget masuk tau uptade ya ya segkituh assalamualaikum,4,Positif
roblox sagat bagus,0,Negatif
game senang jenis game,2,Positif
roblox nih robux sisa sisa balik robux,-3,Negatif
fish ya ku seru,1,Positif
baik bug hilang baju celana,1,Positif
bagus upgrade pusing hapus,-2,Negatif
main nya bosan,0,Negatif
aplikasi tedak hubung serfer nglek nglek kalamain buk,-2,Negatif
keren game teman negeri,1,Positif
seru sih buka roblox suruh update update update besok suruh update banget bug ya pokok ya lumayan baik sih suruh update uninstall game ya,2,Positif
sistem report ya orang ketawa ban sexual ketawa,2,Positif
bintang,0,Negatif
bagus banget map,1,Positif
upgred hp lelet ya updet,1,Positif
update rusak sih update versi baru kocak,-1,Negatif
game idiot hp gue bagus main ngelag ngecrash kontrol nih game,1,Positif
bosan main main suka,0,Negatif
game bagus terbit nyit nyit nyit nyit nyit,1,Positif
game ya bagus suka eror suka game ya,3,Positif
geme seru banget main geme seru mabar teman moga geme bayak mainin,1,Positif
main ya bagus ku bintang,1,Positif
gem habis data,-1,Negatif
senang main fis,0,Negatif
maksa banget iklan capcut,0,Negatif
bagus banget sumpah download sesal,1,Positif
yeah,0,Negatif
gem ya bagus sih gem brainrot bosan,1,Positif
game main game bagus mapp ya,3,Positif
game ya asik mabar teman map parah asik,3,Positif
habis update ngebug baju pinggang lebar jelek banget sumpah tolong benerin bug ya min,2,Positif
game ya ku keren bagus tolong player pakai scrip pakai script kena contoh ya chat roblox ramah anak omong ya kena sensor muncul,1,Positif
gamenya bagus suka grafikya bagus banget,1,Positif
sih kasih mikrofon bicara biar obrol langsung,1,Positif
game roblox sangant pilih tarik malam brokheven pokok sngan suka roblox,0,Negatif
jelek robux mendownload roblox harus ya kasih robux,-1,Negatif
asli bintang talon kikir ya bintang dehkalo talon kasih kraken ku kasih bintang game ya senang,5,Positif
gem asik seakkan gem mabar teman teman,1,Positif
bagus keren,0,Negatif
game ya bagus banget bayak aplikasi mantap,3,Positif
krnapaaa main,0,Negatif
main ya enak banget bosan,2,Positif
seru anjir voice suka mbr miayam dominisilit rayqal janda lebar biyaalea seru bintang deh,0,Negatif
bagus banget atur,1,Positif
bagus bangetttttttttt main malam menang,-1,Negatif
mantap roblox ya,2,Positif
keren banget deh pokok keren banget,2,Positif
seru banget sumpah,1,Positif
bagus banget game ya,3,Positif
geme seru mudah main nin,0,Negatif
edan,-1,Negatif
suka main fish dpaat secret secret hapus roblox,-1,Negatif
mohon perhati fitur reportnya kena ban chat apabrpgak jualtapi report leceh mohon baik,-1,Negatif
game seru banget,2,Positif
tolong banyak update,0,Negatif
game fish ownernya,1,Positif
ya bagus sih beli robux eror,0,Negatif
game nya bagus,1,Positif
gamenya bagus anak suka,-1,Negatif
game ya bagus iklan,2,Positif
enak banget main ya ava pokok seruuuuuu,2,Positif
menginstal aplikasi roblox,-1,Negatif
game seru,1,Positif
roblox keren banget,1,Positif
game ya bagus banget developer game roblox tolong hp suara ya plissssss,5,Positif
game bagus geme keren btw ah,1,Positif
bagus iyatapi hacker pakai aplikasi cheat tolong tangan ganggu main main tower,-1,Negatif
kadang pernahh ngelag banget wifi lancar robloxnya langsung,3,Positif
gamenya bagus mrnrik,0,Negatif
bagus banget kurang ya ngelag main pakai wifikuota roblox game offline biar main pokok tuh game seru ya,4,Positif
bagus seru,0,Negatif
seru main,0,Negatif
bagus bro download,0,Negatif
seru banget hd bagus banget,2,Positif
bagus,0,Negatif
game tarik download game map map seru,3,Positif
bagus sih tapingelag banget simpan main layar buram sebab update apk roblox ku ngebug game anak susah ajar rusak otak kecil,-3,Negatif
rumah game gamenya bikin hpku ngelag game game seru dimainin seru banget you you you you you you you you you you you you main senyumsenyum me roblox game baik,6,Positif
game bug seru,1,Positif
game ya bagus blok fruit enak main game ya hacker nyatolong baik,4,Positif
game ya seru banget sayang orang ya jarang gantitapi gapapa suka game ya tolong kurang pakai data ya orang orang suka habis data habis main iniyaa sih game ya seru tolong ya ok sekian terima kasih,9,Positif
game keren banget,2,Positif
ok youre admin not ban hacker and ban normal player pakai a suck rule and now what you pakai human i give you a warning a hundred admin nothing work,2,Positif
yuhu seru banget,1,Positif
seru woii suka akujadi game favorit ku sih mainin,0,Negatif
bagus sih kadang suka nge lag bgsss mes nyh suka nge laggg udhh ya game nyh bagus banget seru mbr,4,Positif
malesnya ya hp ya lot iphone pro maxnggak maksud pamer apgred beli robux akun ku ambil hp panas,-1,Negatif
gamenya bagus patah patah,-2,Negatif
roblox game favorit ku map evade,1,Positif
game seru,1,Positif
roblox sebab depresi jatuh tower nyajadi anakapa anak,-2,Negatif
ngelag pakai wifi hp panas,0,Negatif
gamenya erorr mulu wifinya bagus tolong baik,0,Negatif
seru bett game ya kadang lag bug ya moga baik biar lancar pas main,6,Positif
game seru memori ku full,1,Positif
nice game,2,Positif
good bosan gacor roblox hurrrra,1,Positif
keren banget orang makan sc game gampang tolong banned orang pakai sc,2,Positif
pls dont the update roblox will be destroyed because we cant chat orang party,0,Negatif
mantap abang roblox ya rasai ya juice habis gurih pedas manis asin dikit btw kasih robux gratis dikit doang ribu robux kak,3,Positif
roblox gue blur lihat map tolong baik,0,Negatif
cocok main ya ya mudah main hp leptop,2,Positif
game seru banget sih pas kali main roblox tuh coba tuh seru banget,4,Positif
bagus perintah update ya malas,0,Negatif
lumayan bagus ngelek join roblox ya,2,Positif
ya pas buka roblok main gemas ya ngeleg pas pakai internet,4,Positif
suka game seruuuuuu pokok the best deh game roblox ku lup lup game roblox,3,Positif
update kali kali update aneh,0,Negatif
bagus,0,Negatif
bagus banget nih game seru,2,Positif
fix pingnya kocak map robloxnya kayak atas ping asli,-2,Negatif
kasih rating update,0,Negatif
secret ya wok,1,Positif
seru banget game ya cong,3,Positif
gamee bagus malam,-1,Negatif
bagus kalih,0,Negatif
aktif obrol suara penuh syarat,0,Negatif
good good good game pas bagus main game karana game ya,8,Positif
geme ya ngawur cik gue suka sih,1,Positif
game tantang,0,Negatif
game ya seru lelet teman pilih map ya cuman gue ya jahat,2,Positif
roblox bego dihek kali,0,Negatif
keren battle ground ya suka banget perang banyak pakai item gratis player mula,0,Negatif
game ya bagus main,2,Positif
tolong jelas akun login,0,Negatif
game bagus ya map teman mabar teman ku senang item pakai gara gara roblox subscriber ku tambah drastis keren suka ok trimakasih game ya bintang ya,5,Positif
game usak rumah tangga,1,Positif
game ya bagus banget cuman kurang ya dikit tombol lompat ya suka nge bug teken lompat update kasihan ponselnya bagus updateannya bagus bagus mbak ya kadang bulan kali update,4,Positif
inisangat seru kurang game bangun negara presiden,1,Positif
jagan update ya,1,Positif
halo robloxkenapa app afkuntuk main roblox cluod malas main roblox,0,Negatif
game bagus suka game,2,Positif
seru bagus,0,Negatif
suka game ya pajak main please donate mendonate teman teman pajak pajak roblox wajar rugi kecewa robux mahal mahasiswa,-2,Negatif
seru banget bayak tower ya seru bagus bayak map ya lucu termasud main suka banget,4,Positif
semenjak main roblox rasai teman ajar game someone game wkwk,3,Positif
bagus ngeleg bugnya,0,Negatif
luvv roblox,0,Negatif
mudah,0,Negatif
murahin item ya,0,Negatif
bug nih bug pas masuk game mala nak code wifi lancar,0,Negatif
item beli hilang kompensasi ya sesuai bayar jera top up,1,Positif
gamee ya bagus banget sumpahhhh harussss download aplikasi deh soalll ya gamee ya seruuuu pollllbanyakk mapp mabarr teman,3,Positif
gemnya bagus malam cepat download ya,0,Negatif
bagus game milik batas grow a garden batas ladang plants vs brainrot batas ladang tolong developer game baik,-2,Negatif
suka main game,1,Positif
oke oce,1,Positif
bagus harga robux ya ngotak,2,Positif
geme brainroat suka geme grow a garden fist,0,Negatif
roblox game seru keren,1,Positif
update lagipadahal normal,1,Positif
roblox game sepi maaf ngereting,0,Negatif
maps ya seru,1,Positif
gamenya map game apa diroblox,0,Negatif
game cocok seru proses ajar,2,Positif
game bagus ngelag dikit,0,Negatif
endak salah bend main depan bend ya ganti akun baik,0,Negatif
plles roblox gua afk fish eror sih tolong benerin gua capek masuk mulu tolong benerin benerin gua hapus nih roblox hp gua bagus eror,-8,Negatif
gamenya keren bagus update mbak ya lumayan simpan handphone penuh mohon update,0,Negatif
mantap josjis,1,Positif
roblox tani luang dapat roblox,0,Negatif
bagus keren suka ngelag,0,Negatif
main seru sinyal wifi ngelag ya ikut ngelag game jajah map seru ganti ava dll,0,Negatif
enak banget main main fish hd seru,1,Positif
bagus tagih banget main ya,1,Positif
bagus map seru senang suka avatar ya,1,Positif
game bagus roblox offline plisss,1,Positif
enak game ya bagus,2,Positif
max roblox komunikasi,0,Negatif
sih nih game dikitdikit update gimanasih hpnya,1,Positif
seru banget suka main main roblox avatar gratis cocok main anak anak remaja dewasa keren a love you roblox,0,Negatif
sangatsangat bagus,0,Negatif
fish keren banget suka mancing gassskeunnn,2,Positif
