steming_data,Score,Sentiment
game asikbanyak pilih game dalam seru main,3,Positif
bagus banget,2,Positif
seru kadang nge leg,2,Positif
alam seru asiktapi game pembohongscammer teman teman ku salah korban mohon orang scammer langsung ban minggu mohon ya admin roblox dengar suara ku,3,Positif
game bagus grafik hd semangat main,2,Positif
luma yan bagus teman,1,Positif
bagus banget seru top up ribu murah banget coba ya seru iho,8,Positif
seru suka bagus banget dukung roblox,5,Positif
naizzzz,0,Negatif
bagus,1,Positif
kasih maja talon,0,Negatif
seru bagus ngelag nge lag kadang,1,Positif
ditail,0,Negatif
bagus grafik ya bagus serta gambar video,4,Positif
gem bagus ya main,2,Positif
gamenya bagus map fish kayak,0,Negatif
roblok seru besti roblox,1,Positif
sagat seru gem bagus,2,Positif
suka menara,1,Positif
seru banget game ya,4,Positif
putus jaring,1,Positif
game nya seru suka hp ku ngeleg banget hp ku android ya,5,Positif
game burik hama,-1,Negatif
bagooooosssd,0,Negatif
good game aa likee game roblok fist,3,Positif
cocok main gamenya bagus map interaksi,1,Positif
game aku sih bagus main orang orang bagus deh pokok,3,Positif
woy gue masuk server jaring bagus memori penuh gue main fish game anjoy tolong baik bug ya,3,Positif
seru banget suka,3,Positif
andai gerat,1,Positif
bagus banget map nya bd mabr,2,Positif
geme bagus,1,Positif
grow a garden burning time good,1,Positif
coba orang akun ya suruh ulang ulang,0,Negatif
suka banget mabar apa deh,1,Positif
buat game fish pelit secret kasih ku kasih jelek,0,Negatif
seru asik,2,Positif
harga item,0,Negatif
game senang teman orang isi game suka roblox teman teman roblox labalaba kantor roblox skin ubah noob noob orang ubah noob main game cuman game koleksi teman foto kayak,7,Positif
nih rating bagus bug benerin gua main night the forest ya bug tambah tambah parah nih game tanggung gua main gua tambah tambah tanggung,-2,Negatif
wow main roblox seru guja main harilahjadi kasih ranting bintang,1,Positif
seru banget,2,Positif
nglek nglek layar kabur buram,-2,Negatif
suka ngelag gunung jalan ya lambat banget,3,Positif
gem seru,1,Positif
gemini rama anak umur,0,Negatif
seru banget pokok seru bug,2,Positif
suka geme,1,Positif
sngat bagus,1,Positif
game bagus tampil ya bagus main game,5,Positif
game seru turut main coba sekarangg,1,Positif
masuk game nya,0,Negatif
game ya seru,3,Positif
game seru,2,Positif
bagus seru main ya game hapus,3,Positif
login putih doang layar ya tulis roblox apa,-1,Negatif
seru sih mainin upgrade,0,Negatif
game sangatttttttt amazing and beautiful,1,Positif
dear developer maksud ya top up mahal beli hair face eh hilang,4,Positif
bagus banget robux,2,Positif
gem ya download,1,Positif
teman gila roblox,0,Negatif
game seru,2,Positif
tapibkenapa roblox https suka,1,Positif
tunggu update ya tolong cepat ya,2,Positif
kikir banget,2,Positif
bagus player ya ramah ngeleg ngeleg,2,Positif
antri ya full roblox burikk uuu jelek roblox,-1,Negatif
game ngelek parahhhhhhhstop developer nyajiin fitur gunabikin gamenya ngelek parah hp gua ngecrash stucknambahin fitur tingkatin nyaman player main game,0,Negatif
game ya seru banget loh mabar,4,Positif
game ya bagus teman,3,Positif
seru bgdd map ya buanyak avatarny cantik,2,Positif
bagus oplain,1,Positif
seru banget main game cewekcowo main seru,4,Positif
bagus banget teman,2,Positif
bagus seru banget,3,Positif
ya roblok kayak suruh uninstall kali login roblox,-2,Negatif
suka game terkadang suka lot mbak ya lumayan gede,4,Positif
kontl banyak bug,-1,Negatif
main bosenn,0,Negatif
bagusaky suka maib gabut,0,Negatif
bagus main roblox hp apdet apdet,1,Positif
map ya,1,Positif
game fish nge bug selesai misi ya misi ya kerja stuck misi element tolong baik,4,Positif
gem ya bagus banget,3,Positif
map vaforit sih fish talon raja kikir,1,Positif
gam ya jelek banget,0,Negatif
suka game robux yaallah moga robux yaallah amin,3,Positif
game bosan game cari teman tualang game seru,2,Positif
seru banget dimainin,2,Positif
roblox bagus,1,Positif
main ya gol gol,3,Positif
suka roblox gema ya seru main kasih bintang,4,Positif
muas kasih sceret,1,Positif
aplikasi sayang,-1,Negatif
game ya seru punya akun mulu ya tolong biar akun mulu capek tau,3,Positif
game bagus main bagus,3,Positif
security threat detectedon all roblox maps even the lobby and the roblox is close,-1,Negatif
sumpah gem seru no sodara umur main seru banget,3,Positif
game bagus bug tolong bug ya baik,2,Positif
seru banget wok sial main ketemu umur ketemu,3,Positif
seru map suka,2,Positif
game ya bagus enak main mabar bareng teman cari pacar,3,Positif
game ya eror ya,1,Positif
harus ya ff robux gratis,1,Positif
bagus gamenya topi robux bisa dap ugc doang,1,Positif
game ya kreatif fan gb,3,Positif
bagus single piknik,2,Positif
game seru banget,3,Positif
game susah updatenya ribet susah harap pulih,-3,Negatif
game seru seru gamenya,3,Positif
minggu ngangkat sc,0,Negatif
senang ku harap roblox blokir bintang masuk berita youtube kasih aksesoris baju gratis roblox blokir roblox kenal,-1,Negatif
game ya bagus banget kasih bintang,4,Positif
bagus bug,0,Negatif
pas update roblox kayak lag ya pedahal hapus hapus loh manfaat galery,-1,Negatif
game ya bagus bug cuman banget map ya banget,5,Positif
mancing gadapet,1,Positif
robloxplisss roblox bikin fitur main bocil orang dewasa,1,Positif
sereru main ya sedih ya akun ku ambil orang,0,Negatif
seru banget sih kurang gamenya nge scene barkot kartu boboiboy kali chokichoki pas tekan tombol play roblox,2,Positif
sesuai,1,Positif
game ya asik ngelekorang ya ramah bantu pokok ya roblox seru banget ayok download roblox biar mabar,7,Positif
game seru banget robux seru sih,4,Positif
game bagus orang orang ya game cari teman omong game bagus,4,Positif
main game cari teman sahabat asa bagus canda agama game ter the best terkadang orang ya suka bego bagus,5,Positif
game ya seru berat,2,Positif
game mantap banget,4,Positif
cepat ya update,1,Positif
game baik main,2,Positif
gamenya bagus tolong baik bug ya,2,Positif
nguras dompet,0,Negatif
gemenya seru banget,2,Positif
seru bgttttt aplgi map wallhoptapi band yaaass kali ajaw,1,Positif
senang,1,Positif
bagus gamenya enak main gamenya game,3,Positif
gem ya enak,2,Positif
keren,1,Positif
beli half head hapus beli pakai uang loh,-1,Negatif
bagus keren banget,3,Positif
disconnect jaring bagus disconnect kesal banget,1,Positif
game bagus game tuh teman,3,Positif
gua suka gem ya turunin dikit ram gua biar gua neleg gem mobil legenda turunin,-1,Negatif
gem ya seru banget,3,Positif
bagus gamenya bosan,0,Negatif
talon secret jungle,0,Negatif
game cocok hibur anak anak orang dewasa,0,Negatif
tolong turunin harga robux game ya bug,2,Positif
maksud ya alami koneksi cek jaring aman kenpa pas masuk roblok,0,Negatif
game bagus kena banned error game bagus main,1,Positif
game sukan,1,Positif
seru,1,Positif
game cocok anak,0,Negatif
doa secret talon main fish tolong naik ikan secret datang ikan sexret kali bimbing naik ikan secret secret jauh goda mancing kuil bebas bug script ya talon maaf doa egois amin salam secret,-1,Negatif
bagus game,2,Positif
main bagus gampang bosan main,0,Negatif
puas,2,Positif
game ya seru,3,Positif
seru banget,2,Positif
pw akun ku ulang,0,Negatif
enak teman mabar teman,1,Positif
suka banget deh game bagus main ya ramah main rusuh blokir main rusuh,4,Positif
tida bosan milik map,0,Negatif
lumayan keren kadang kadang bikin stres,2,Positif
debes mentol jiwa,0,Negatif
game cocok interaksi orang mudah alam fishit gue susah ikan rahasia rfhxclyy,1,Positif
i would like appeal the ban on my roblox account username lilulu believe the ban have been a mistake as i did not intentionally violate any of robloxs rules orang community guidelines please review my account again as roblox is very important me and i always try my best follow the rules if i did pakai a mistake i sincerely apologize and i promise be more careful the future thank you for your time and understanding i hope get my account back soon best,2,Positif
bagus banget gampang sc,2,Positif
game bagus roblox game favorit verifikasi wajah bintang,3,Positif
game seru map raja game,3,Positif
bagus banget woy game kayak jelek main seru jelek game ya seru banget pokok bug sih sih,2,Positif
gem seru banget,2,Positif
seru banget game ya oo,4,Positif
emulator dukung henti muncak mancing,1,Positif
main notifikasi uninstal roblox roblox,0,Negatif
game cuy i like its,1,Positif
game rusak game rusak ku update akun ku log ulang pakai akun ku nama josli sandi kumasukin sih sayang kali lo gagdead railselemental tycoon game prestasi uangdiamond sih ku proses sandi,2,Positif
senang hibur moga samyy talon admin robux dll,2,Positif
suka game fis,2,Positif
game seru,2,Positif
hilang pakeannya,0,Negatif
game bagus pilih gamenya,1,Positif
sumpah ya nih game bikin orang lupa tidur makan suka skip mainin nih roblox gue tuh laku absen main game,2,Positif
game ya bagus suka,4,Positif
awas ngelek laporin plestore,-1,Negatif
game ya bikin candu seru teman,3,Positif
password akun tibatiba reset pulih akun kode nomor indonesia,-1,Negatif
seru banget main gerat main ya seru banget deh pokok,5,Positif
bagus buuaannggeett,1,Positif
suka map roblox,1,Positif
gamenya main teman seru mabar teman seru game,3,Positif
game roblox sangan seru tahan hidun malam fishit dragon adventure,1,Positif
masuk map lag ya oke,1,Positif
game keren,2,Positif
platform inovatif alam virtual,0,Negatif
bagus gamenya robux ya luarbiasa,2,Positif
game sampah ngebug,0,Negatif
log metode pas keyroblox ya eror uninstall download eror,-4,Negatif
seru kali,1,Positif
game bagus suka bagus game roblox terimakasih rombolox,6,Positif
aneh nih gamepadahal pakai verifikasi langkah suruh pakai kode pas loginini sistemnyamohon,0,Negatif
bagus banget keren gem ya,4,Positif
game memyenang,1,Positif
game enak,2,Positif
bintang,0,Negatif
game putus koneksi mulu sih,1,Positif
game ya bagus banget pas mainyg suka ngeleg kesal ya pas main ya disconnect ya mohon baik ya tysm developer rate you star,11,Positif
seru abang,1,Positif
game baik dunia fish,2,Positif
kali hoki ya main nan fish mancing ikan biar mega lodon,2,Positif
seru main sayang game internet bagus banget,4,Positif
iya bagus keren,2,Positif
game,1,Positif
gem ya bagus,2,Positif
bagus banget game game,4,Positif
i entered the game and got kicked out,0,Negatif
game bagus bug ngelek,1,Positif
ngelek kick gapaapa,0,Negatif
keluh kait guna cache aplikasi roblox guna normal cache aplikasi tambah cepat capai gb dekat gb main simpan perangkat cepat penuh ganggu nyaman aplikasi harap kembang baik manajemen cache sedia fitur bersih otomatis guna simpan efisien terima kasih,7,Positif
main seruuuu,0,Negatif
seru,1,Positif
game seru game,3,Positif
game ya bagus kasih bintang online iklan game ya banget seru seru,7,Positif
roblox gua login elah,-1,Negatif
grafikgamenya seru,1,Positif
keren nyoooini game multiplayer online ya mapmap keren sepertifish itdoorsblox fruitgrow a gardensteal a brainrot plants vs brainrot,4,Positif
why is headless removed i want headless back,-1,Negatif
game ya bagus harap event ugcitem gratis,4,Positif
gem ya pilih,0,Negatif
game bagus main cocok main umur,2,Positif
roblox seru dah senang tambah main,2,Positif
roblox bosok,0,Negatif
kasih rate bagus ku suka nipu,2,Positif
game ya jelekk,2,Positif
enak banget main ya,3,Positif
i want have a free headless event on saturday more people will definitely like pls,0,Negatif
habis diupdate lemottt,0,Negatif
bug masuk map,-2,Negatif
update baru roblox ngabisin data selular kemarin hemat boros main jam gb duh sih kemarin bagus updatenya bawah,-2,Negatif
game imajinasi cocok anak anak,-1,Negatif
game ya keren,3,Positif
seru banget game main,3,Positif
fitur favorite nya mohon mudah ya puqi ngegapus nglihat barang doang ngulang oy roblox puqi kepala ku hilang mulu kocag,3,Positif
roblox bagus senang main senin minggu main roblox,2,Positif
terimakasih roblox tani ku,1,Positif
singkat keren,0,Negatif
nikmat game alam virtual,2,Positif
banget wifi lancar,2,Positif
seruuuu banget gamenya,1,Positif
senang main roblox,1,Positif
main seruyang seru ya game fire free,4,Positif
main bagus,1,Positif
bug gem ya bagus banget grafik ya bagus banget,5,Positif
seru banget main game teman ajak mabar bareng,4,Positif
lumayan kasih robux,0,Negatif
seru banget pas update,3,Positif
great but needs a feature view further distance without changing the graphics,1,Positif
gamenya bagus mabar ketemu teman negeri,2,Positif
orang main fist mudah secret akun susah bangetsedikit kecewa,-1,Negatif
mohon gamenya bagus piayer bagus dorong sopan gamenya bagus kurang orang skin bagus sombong robiox,2,Positif
seru,1,Positif
main ya update biar seru seru main ya,4,Positif
senang bisaparkur sulit game senang,3,Positif
bkarena fish,0,Negatif
game ya mantap game seru,6,Positif
roblox ruang simpan main,-2,Negatif
gem seru,1,Positif
geme ya seru,2,Positif
alam diroblox seruuuuuuuuu,0,Negatif
game senang mabar tolong terkadang main brookhven komen download ulang tolong baik,4,Positif
game favorit ku seru banget seru gamenya,4,Positif
bagus banget suka,3,Positif
main seru teman map ya bagus bagus map ya main favorit ku avatarnya bagus banget suka banget roblox,9,Positif
kadang kadang suka ngebut gamenya its ok lebih game dimainin,7,Positif
bagus bayak game,2,Positif
game hibur sepi,0,Negatif
puja,1,Positif
game gacorrr,1,Positif
game enak main,2,Positif
game bagus cuman game ya bikin bosan kayak fish,2,Positif
seru bangetroblox tuh selamat pengin main game,3,Positif
bagus item item akun mahal,-1,Negatif
suka banget mabar besti,2,Positif
turut game seru mabar san kreasi dapam game beri bintang suka,4,Positif
we leeee,0,Negatif
gambar teman kanan,0,Negatif
game anjg perangkat hp gue kagak mainin,-2,Negatif
bagus roblox offline,1,Positif
kali main game apa muncul security threat detected pindah aman aman aman tolong baik huawei matepad download gbox playstore,1,Positif
suka gamenya suka map ku suka teman,3,Positif
bagus bngtttttttt,1,Positif
game roblox bagus kayak tapi loh,1,Positif
roblox tida aman,0,Negatif
game ya bagus hati hati candu game,4,Positif
this game is sok good that im addicted come on play too,2,Positif
bagas,1,Positif
gamenya seru bosan,0,Negatif
bagus game lai kurang mana suka main game developer game ramah sekian asalamualaikum warohmatullahi wabarakatuh,4,Positif
roblox ya tolong banget main porce close main fish ya ganggutapi main force close ya,2,Positif
gema ya,2,Positif
seru banget,2,Positif
bagus seru ayok main roblok,2,Positif
bagus banget,2,Positif
pas masuk game fishit langsung dicckonek,2,Positif
the game is good but lags on my phone i give a star rating but please dont copy the game too many people yes thanks yes roblox,5,Positif
bagus banget gamenya avanya luculucu bestt banget deh,3,Positif
bagus,1,Positif
game ya bagus banget,4,Positif
bagus banget harusna anu anu r,0,Negatif
rolox tolong ya hektare ya ilangin keren akun teman ku kena hek tolong awasin ya roblox,3,Positif
game bagus sumpah atur ya ketatngebug banget gue voice chat diperingatin suara gue kayak bocil gue umur langsung dah gue mute voice chat gue tolong baik bug join ulang experience kesal banget gue join tolong benar ku main experience berat suka gameplay pause grafik bagus bagus wifi gue bagus suka ngejeda mulu ganggu,11,Positif
game seru game steal a brainrot bagus banget game bagus iklan no ngelag top up ya murah,8,Positif
permisi kakak selesain misi element rod element rodnya ya kakak mohon sgr proses aid kokikoki,2,Positif
aplikasi jancooo banyak problem jaring,-1,Negatif
gamenya bagus bug ya ganggu banget pas karakter pas hidup loncat mencet ya main snob life pas masuk langsung mati matiin bug ya perbaikinsemangat roblox bismilla game ya nomer,5,Positif
minimal harga item ya normalin mahal,0,Negatif
good,1,Positif
talon game fish kikir,2,Positif
senang muas,2,Positif
gua kasih bintang pakai alas,-1,Negatif
akun ku error ngecheat ngehack,-2,Negatif
ya allah blokir game kasih an anak ku game bingung blokir game,2,Positif
seruubangett maaff banget ya minn bintangg soalny ngebug heheheh maaff ya,3,Positif
banget force close kocakkj,0,Negatif
game bug baju kena bug kadang suka hilang anjing,0,Negatif
game nya bagus banget,3,Positif
jaring ya bagus,3,Positif
gamenya bagusdan suka map fish,1,Positif
ngebuk pencet jelek game ya,-1,Negatif
keren bug,0,Negatif
game ya bug,1,Positif
fix lag wifi ya lag pakai wifi inet cepat,-1,Negatif
gamenya seru banget jaring ku sambung main,2,Positif
eror ngapangapain,-2,Negatif
tolong updte bagus bug mah baju blur profil lot cacat banget buka baik bug ya nambh,0,Negatif
roblox ya seru instal marah banget instal,2,Positif
lawak,0,Negatif
game haram,0,Negatif
update game kah ya lag susah masuk jaring bagus roblox,1,Positif
suka game gema ya asik kecuali fish asik ikan epic kasih,6,Positif
game ya seru main,3,Positif
devolover tolong grow a garden bikin bahasa indonesiabiar mudah baca pungsi pet nyajujur sulit main grow a garden ya bahasa inggris nanyak player banyak paham bahasa ya mohon update ya mudah biar main senang player usia mohon tanggap terimakasihsemoga depan ya jaya roblox,6,Positif
bagus mantap,3,Positif
roblox why when i playing fish its no graphic but i use manual graphic and max graphic is bug,-2,Negatif
nak el maja,-1,Negatif
bagus asyik teman nal engan orang,2,Positif
tolong tombolny ting ya pencet,0,Negatif
game seru,2,Positif
ya roblox pelit fitur game ya cocok pakai anak orang dewasa bikin ktp on mic game fish pelit asih secret,4,Positif
karenz bagus,1,Positif
bagus sih main gerak gerak camera ya babi rating ya,2,Positif
bagus bangettttttsemua game,2,Positif
benerin bug ya talon sc susah begadang malam eh pas selesai misi rod element numbalin secret batu kagak selesai misi cari bermingu bulan eh pas tumbalin selesain misi nuker sc batu kagak itung cari susah hilang gampang ituso please talon benerin bug dalem game kikir,-8,Negatif
malas main afkayo turun rating game,0,Negatif
game ya bagus kasih bintang,3,Positif
bagus banget game first ya tolong kasih mitos,4,Positif
gema bagus kasar,2,Positif
the game is good but why is that every time its updated theres always a bug then when i press profile suddenly my body is gone sometimes my ava isnt visible please fix again,-2,Negatif
lousy game very disappointing rng system that makes players stressed,1,Positif
game ya seru banget mabar teman teman,4,Positif
roblox,0,Negatif
seruh banget,1,Positif
wajib foto wajah roblox suka tolong terap foto wajah roblox main game suka ku padang umur,4,Positif
why is that after the update breaks now every time i want play always appears security thread detected please fix first sok doesnt interfere with playing,-2,Negatif
suka game ya,3,Positif
seru rekomendasi mapbloxfruitubgninetynine night the fores,1,Positif
gamenya gamenya bagus,1,Positif
bagus banget kak update roblok ya main tower kak updet ya warna pink ya kak biar unyu bagus pilissss,6,Positif
platform gakjelas internet bagus ping ya mending hapus,1,Positif
plis dimainin hp andro bawah,0,Negatif
anak tagih makan,-2,Negatif
syaa seru game roblox,2,Positif
bagus banget game ya cancuk misi elemen rod,4,Positif
main fish susah banget scrt ya,1,Positif
roblox game suka bosan main teman seru bintang,2,Positif
suka gamenya ngebug mulu,1,Positif
fis gua selesai misi elemen rod masuk sc hutan kuno mancing situ tolong baik,0,Negatif
game bagus banget banget banget game main ya terimakasih bikin senang,9,Positif
seru,1,Positif
malas gue gara gara laba laba legend t,-1,Negatif
anjing gue bayar mahal afk afk goblock,-1,Negatif
halo roblox mendownload roblox aplikasi cheat delta executor banned pakai delta executor dar hibur cari lencana suka rusuh nama akun roblox scientistsv bawa serius ya hehehe,-2,Negatif
game nyeselun seru banget,3,Positif
hama,-1,Negatif
gua bintang seru banget,1,Positif
game ya seru bayak game ya,5,Positif
game bagus tolong kasih emote r marketplace,2,Positif
susah banget secret ya talonnnnnnnn,1,Positif
server ya bug player,0,Negatif
game tolol,0,Negatif
sumpa roblox seruh banget,1,Positif
bagusssss banget suka main roblox tolong harga robux turunin baju baju aksesoris cmiiw,5,Positif
gamenya keren sering update benerin grafik biar burik,1,Positif
game banget akun login aemua,2,Positif
roblox verivikasi umur ku fitur mic ya tolong akses mic ya,3,Positif
grafik ya canggih enak main kadang kandang lag eheheheh,2,Positif
dikit kena penangguhanapcb,-2,Negatif
puas main game,3,Positif
inti sih game bagus banget seru unik tarik tambah teman main cuman kadang suka ngebug papa overall game bagus em kak es ha pls roblox atur iya update akun hapus sih memo penuh,8,Positif
mainin,-1,Negatif
grafik burik,-1,Negatif
pengin coba bikin ava marketplace bis adik robux,0,Negatif
bagus banget seru,3,Positif
main bagus bagus anak prihatin bintang,1,Positif
game ya bagus bagus fish steal a berainrot pants vs berainrot brookhaven maka ava anak lelaki perempuan school bagus banget terima kasih tau roblox download hp hp sih,5,Positif
seru banget gamenya main banyakteman map kalolagi main map gamenyaa seru,3,Positif
suka pokok suka nemenin pas sepi,3,Positif
game bagus game ya boros kouta pls update game ya biar boros kouta plss,3,Positif
kecewa main roblox jaring wifi pasuk server loading ya lancartapi tanggal nov loading server mana puncak fish loading ya stuck gabung server jaring wifi lancar buka aplikasi lancar join server loading secren tolong roblox bikin guna kecewa terima kasih,3,Positif
tolong baik bug item pakai item hilang robux ya,-1,Negatif
banyak sus brookhaven,0,Negatif
map roblox suka map diroblox,1,Positif
main hp root crash,-2,Negatif
bagus banget suka kecanduann,3,Positif
tolong gem ya suka lag grafik ya turunin gb ya grafik,3,Positif
lag parah bug gelas,-4,Negatif
main bagus,1,Positif
ya akun pakai tolongin pls,0,Negatif
bagus sih game fish ya tolong baik talon buang tong sampah,2,Positif
woi talon wangi akun gua,0,Negatif
terima roblox hapus,0,Negatif
batalin update wajah batalin,0,Negatif
game ya bagus banget grafik game ya bagus banget server grow a garden stel a brainrot plants vs brainrot ronta zombie malam,7,Positif
asik nyedot kuota ya banget pakai wifi jaring bagus kasihan orang wifi ya mbps rendah,4,Positif
map ya seru mainin main unduh ulang,1,Positif
suka banget apk seru gem ya bagus,5,Positif
woi akun tbtb pulih ribet no telpon indonesia nambahin akun top up pakai akun akun mah bikin opsi tambah akun email ribet,-1,Negatif
wow game ya bagus map ya bagus kurang map map ya sesat karper sesat mohon hilang map banyak main roblox anakanak,3,Positif
new ping feature causes lag,-1,Negatif
roblox game online new roblox update,1,Positif
masuk salah gamenya kasih,-2,Negatif
gamenya stecu,0,Negatif
bismillah game men suffort game play store moga jaya play store harga mati apk play store,6,Positif
bagus main lucu games cocok bocil ajar bahasa inggris,0,Negatif
this game is soooo good,2,Positif
seru senang,2,Positif
seru main fish mitos,1,Positif
gem nya bagus map seru,2,Positif
bagus suka suasana geme ya,4,Positif
roblox pls tolong banned orang nama wirlzapa nama tipu trade star ku tolong ya roblox,0,Negatif
woi dongo lo masang iklan capcut ngapa capekk gua tunggu tambah pepet dongo,-2,Negatif
seru bagus sih kesini seru update cape update mulu,1,Positif
gamenya bagus banget sih turut kurang bug moga updatetan kayak ya oke segitu minta,1,Positif
hidup roblox,0,Negatif
suka game nikmat game bikin game seru,6,Positif
bitang pokokya kasih bitang soalya bayak gemya bagus jelek sih bayak bagus kayak sekeri sus tebak temba bayak kayak malamdan bayak ya teka teki main teman celen makan tadain kayak bomya firal bayak bikun rumah tahan hidup suka kayak main pukul pedang map bagus map estetik kayak lonle salah namayaitu,-1,Negatif
tolong baik bug kamera,0,Negatif
gila bagus banget nih game geme blox fruit gue main pokok ya kalain coba main simulasi ya doang sekian terimakasih lupa makan,6,Positif
roblox game hama wkwk,0,Negatif
mantap,2,Positif
bagus game ya cuman main ku benerin,3,Positif
seru sih beli robux diam diam,1,Positif
game bagus kalang kalaka anak anak orang dewasa game main keluarga,2,Positif
ganti sandi pas log out pakai akun ya sandi ya salah coba kali stres ya robux ku beli jir,1,Positif
bagus map bagus game ya grafik hd,4,Positif
sinyal lancar lag mulu aneh,0,Negatif
bad game i playing the strongest battleground i fighting cheater but why admin banned me that crazy i like roblox but admin roblox banned player dont sih with your eyes who cheater and who normal player,0,Negatif
seru,1,Positif
sumpah roblox bagus banget fix no debat sakura avatar world ah jaman ahay roblox its the best muah,3,Positif
main ya bagus banget dunia ya gratis,5,Positif
seruuuu nguras data bnykk,-1,Negatif
tolong roblox ya tulis security detect admin roblox tolong,1,Positif
these new regulations is killing roblox by each day,0,Negatif
roblox pliss update sih updatenya hp penuh simpan ya update ya pliss update dongpliss update ya bintang roblox roblox tolong update ya tulis ya pliss roblox,4,Positif
maaf roblox ya log ya sengaja kasar maaf salah,0,Negatif
mudah dapatin sc ya,2,Positif
selu update mu bosan,-1,Negatif
absolut this game,1,Positif
game bagus banget bikin bosan suka banget game roblox,5,Positif
seru game ya banget majan data ya kerek,4,Positif
game ya serutapi tolong updatekarena kasihan hp android mohon bug mohon baik yaaku kasih rating ya seru banget,5,Positif
roblox tani umur hidup maaf pensiun,-1,Negatif
luv roblox kenal jaman jaman vina bang teguh hehehe bosan roblox gamenya seru seru bagi roblox obat sedih main thnks ya nemenin jump,-1,Negatif
pokok bagussssssss,0,Negatif
gamee seru cocok mainin hp pokoknyaa mantap,2,Positif
game ya bagus diudgerb whats abku,3,Positif
bagus banget main brookhaven,2,Positif
hello roblox team i would like report an issue with the voice chat feature on my phone my microphone is not being detected and i cannot hear other players even though i have tried all possible fixes such as checking settings restarting and reinstalling the app i have also sent an email but have not received any response yet i kindly request your assistance fix this problem thank you,3,Positif
game seru bangetsumpah buildnya keren,3,Positif
game bagus game ya,4,Positif
geme ya bagus banget ragu tagih main roblox,1,Positif
game seru,2,Positif
akun gue sandi salah ubah,-1,Negatif
kereennnn,0,Negatif
senang main roblok,1,Positif
mantap spot mancing ya,4,Positif
mantap,2,Positif
main seru map dimaninkan,1,Positif
game senang ku,2,Positif
suka apl teman,1,Positif
seruuuuuu banget game ya offline,3,Positif
enak banget jir,1,Positif
main seru banget pokok mah aplikasi aplikasi hibur game dalem,0,Negatif
gamenya bagus enak pakai wifi wifi ngelek bagus bikin karakter grafik ya bagus banget game ya suka omong kasar nama dewasa,9,Positif
bagus cocok main kerja map seru,3,Positif
apasih aneh,-1,Negatif
game bagus suka ngeleg suka game sab fish,5,Positif
seru banget map suka map night deh fores,3,Positif
game ya seru permainanya suka main fist,4,Positif
the server had a issue and must repair before december baca dev on all games will admin abuse at same time also free schleep,1,Positif
game ya seru habis pulang sekolah aji main roblox tarik teman roblox,5,Positif
game ya seru banget sih mabar bareng teman keluarga orang teman pokok bagus banget deh seru,7,Positif
roblox bagus,1,Positif
ngelag,-1,Negatif
pas main fhis ya maja,2,Positif
sih update,0,Negatif
aplikasi bagus avatarnya bagus banget suka main game,4,Positif
gamenya seru omong kasar mohon kurang anak,-2,Negatif
roblox game baik dunia mabar main gerow a garden kah pokok ya ya roblox fame seru game batas,5,Positif
gedein tomboll lompat tau,-1,Negatif
aga aco,0,Negatif
roblox geme tahi geme tahi geme tahi burik,-4,Negatif
wow keren banget sih,2,Positif
gem seruh gabut,-1,Negatif
game seru banget suka banget game roblox game top favorite ku,10,Positif
enak banget game ya online,4,Positif
main seru,1,Positif
game bagus gue robax,2,Positif
sih game update pas besok ya tibagak pkesuruh update koutaku habis garaupdate truscoba tolong buat baik biar kayak akumaaf lancang,3,Positif
god game,1,Positif
game keren,2,Positif
gema bagus,2,Positif
game ya bagus tolong hapus bug roblox,1,Positif
senang main game main game roblox game suka fish,5,Positif
erti main nya coba coba eh tular teman dah hehehe,-2,Negatif
game ya bagus gerafik bagus,4,Positif
main seru hp ngelag,0,Negatif
gem bagus banget mabar teman,2,Positif
game ya bagus banget,4,Positif
bagus keren,2,Positif
game ya bagus banget map map bagus sayang ya robuk,6,Positif
mantap,2,Positif
iya menitjam disconnect orang seru disconnect wifi lancar,0,Negatif
lag mulu,-1,Negatif
seru banget main game mabar main brookhaven,3,Positif
mainin enak pacar,0,Negatif
bintang pilih roblox adminya buat seru ngeleg slow sloww,2,Positif
gamenya bagus,1,Positif
main inifikiran hilanggg,0,Negatif
bagis,0,Negatif
robux,0,Negatif
bagus banget mapp boseninn bikin kesel ya laggnya doangg sih suka bikin tabku panasss the bestt sih game palinggg bagus menurutkuuu,5,Positif
seru banget sia sia download,0,Negatif
game ya aneh pasuk gara detect hp cloud mah hp gue ya asli tolong roblox benerin updatenya depan pokok update cepat biar gue main fish,3,Positif
sumpah bagus banget map teman bikin map forsaken modded bagus banget,4,Positif
game seru bayak game main grow a garden seru banget game seru ku main scamer,7,Positif
jelek nih game game didik,0,Negatif
roblox seru bikin semangat main roblox,1,Positif
game ya bagus,3,Positif
i love this game im sok happy,2,Positif
seru main,1,Positif
kadang suka kadang jelaas kadang lag wifi lancar lancar ya deh,6,Positif
sumpah beli robux robux nya pakai kurang tolong ya own roblox,0,Negatif
orang sus game akun ku lapor orang orang sus pedofil mesum akun pakai langsung logout blokir pusat komunitas roblox apa lapor akun ku langgar akun aneh aneh aktif apaann coi roblox,1,Positif
seru banget mabar teman,2,Positif
game ya seru banget download,4,Positif
suka banget bikin hp ku error,0,Negatif
game ya bagus bagus suka ya download game ya ngechat teman mohon baik,9,Positif
bagus abang gerapik ya,2,Positif
game roblox jos,1,Positif
